okrug,opstina,naziv,mesto,latitude,longitude,geocoded_query
Севернобачки управни округ,Мали Иђош,"ОШ ""Вук Караџић"", Ловћенац",Ловћенац,45.6825794,19.695515,"""Вук Караџић"", Ловћенац, Ловћенац, Serbia"
Севернобачки управни округ,Мали Иђош,"ОШ ""Никола Ђурковић"", Фекетић",Фекетић,45.6626818,19.6919154,"ОШ ""Никола Ђурковић"", Фекетић, Фекетић, Serbia"
Севернобачки управни округ,Мали Иђош,"Огледна основна школа ""Ади Ендре"", Мали Иђош",Мали Иђош,45.7156849,19.6501662,"Мали Иђош, Мали Иђош, Serbia"
Севернобачки управни округ,Суботица,"ОШ  ""Хуњади Јанош"", Чантавир",Чантавир,45.9159494,19.7673372,"""Хуњади Јанош"", Чантавир, Чантавир, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""10. октобар"", Суботица",Суботица,46.0971483,19.6840985,"ОШ ""10. октобар"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Ђуро Салај"", Суботица",Суботица,46.1000722,19.648048,"ОШ ""Ђуро Салај"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Јован Јовановић Змај"", Суботица",Суботица,46.1029852,19.6594523,"ОШ ""Јован Јовановић Змај"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Јован Микић"", Суботица",Суботица,46.1040585,19.6817655,"ОШ ""Јован Микић"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Боса Милићевић"", Нови Жедник",Нови Жедник,45.9389273,19.6732358,"ОШ ""Боса Милићевић"", Нови Жедник, Нови Жедник, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Владимир Назор"", Ђурђин",Ђурђин,45.9423166,19.5397349,"""Владимир Назор"", Ђурђин, Ђурђин, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Вук Караџић"", Бајмок",Бајмок,45.9660006,19.4239288,"ОШ ""Вук Караџић"", Бајмок, Бајмок, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Иван Горан Ковачић"", Суботица",Суботица,46.0969611,19.6647048,"ОШ ""Иван Горан Ковачић"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Иван Милутиновић"", Суботица",Суботица,46.0894394,19.6650849,"ОШ ""Иван Милутиновић"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Кизур Иштван"", Суботица",Суботица,46.1049426,19.6652822,"ОШ ""Кизур Иштван"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Матија Губец"", Доњи Таванкут",Доњи Таванкут,46.0476183,19.4900152,"ОШ ""Матија Губец"", Доњи Таванкут, Доњи Таванкут, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Матко Вуковић"", Суботица",Суботица,46.0846497,19.6467226,"ОШ ""Матко Вуковић"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Мајшански пут"", Суботица",Суботица,46.1153679,19.672263,"ОШ ""Мајшански пут"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Мирослав Антић"", Палић",Палић,46.1070541,19.7503803,"ОШ ""Мирослав Антић"", Палић, Палић, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Петефи Шандор"", Хајдуково",Хајдуково,46.1111408,19.8128295,"ОШ ""Петефи Шандор"", Хајдуково, Хајдуково, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Пионир"", Стари Жедник",Стари Жедник,45.9478966,19.6248798,"ОШ ""Пионир"", Стари Жедник, Стари Жедник, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Свети Сава"", Суботица",Суботица,46.073255,19.6805802,"ОШ ""Свети Сава"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Сечењи Иштван"", Суботица",Суботица,46.1066828,19.6446058,"ОШ ""Сечењи Иштван"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"ОШ ""Соња Маринковић"", Суботица",Суботица,46.0926208,19.6675575,"ОШ ""Соња Маринковић"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"Основна и средња школа ""Др Светомир Бојанин"", Суботица",Суботица,46.0962165,19.6698946,"Основна и средња школа ""Др Светомир Бојанин"", Суботица, Суботица, Serbia"
Севернобачки управни округ,Суботица,"Школски центар са домом ученика ""Доситеј Обрадовић"", Суботица",Суботица,46.1041986,19.6580298,"Школски центар са домом ученика ""Доситеј Обрадовић"", Суботица, Суботица, Serbia"
Средњобанатски управни округ,Житиште,"ОШ ""Милош Црњански"", Српски Итебеј",Српски Итебеј,45.561802,20.7125316,"""Милош Црњански"", Српски Итебеј, Српски Итебеј, Serbia"
Средњобанатски управни округ,Житиште,"ОШ ""Никола Тесла"", Банатско Карађорђево",Банатско Карађорђево,45.5884532,20.5612256,"Банатско Карађорђево, Житиште, Serbia"
Средњобанатски управни округ,Житиште,"ОШ ""Свети Сава"", Житиште",Житиште,45.4828521,20.5534071,"""Свети Сава"", Житиште, Житиште, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ  ""Братство-јединство"", Бело Блато",Бело Блато,45.2751234,20.3722314,"""Братство-јединство"", Бело Блато, Бело Блато, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""1. октобар"", Ботош",Ботош,45.3095611,20.6382744,"Ботош, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""2. октобар"", Зрењанин",Зрењанин,45.3703119,20.3964977,"ОШ ""2. октобар"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Ђура Јакшић"", Зрењанин",Зрењанин,45.3902981,20.3923892,"ОШ ""Ђура Јакшић"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Ђура Јакшић"", Перлез",Перлез,45.2095752,20.375811,"Перлез, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Јован Јовановић Змај"", Зрењанин",Зрењанин,45.3888464,20.4027065,"ОШ ""Јован Јовановић Змај"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Јован Дучић"", Клек",Клек,45.420879,20.4811662,"ОШ ""Јован Дучић"", Клек, Клек, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Бранко Ћопић"", Лукићево",Лукићево,45.3374345,20.4979757,"""Бранко Ћопић"", Лукићево, Лукићево, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Бранко Радичевић"", Чента",Чента,45.1070784,20.3846152,"""Бранко Радичевић"", Чента, Чента, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Братство"", Арадац",Арадац,45.3819809,20.299355,"""Братство"", Арадац, Арадац, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Вук Караџић"", Зрењанин",Зрењанин,45.3801422,20.3884277,"ОШ ""Вук Караџић"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Доситеј Обрадовић"", Зрењанин",Зрењанин,45.3718541,20.4046122,"ОШ ""Доситеј Обрадовић"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Доситеј Обрадовић"", Фаркаждин",Фаркаждин,45.1893935,20.4748949,"""Доситеј Обрадовић"", Фаркаждин, Фаркаждин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Др Јован Цвијић"", Зрењанин",Зрењанин,45.3862444,20.3790555,"ОШ ""Др Јован Цвијић"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Др Александар Сабовљев"" , Ечка",Ечка,45.317619,20.439439,"Ечка, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Др Бошко Вребалов"", Меленци",Меленци,45.515771,20.315617,"ОШ ""Др Бошко Вребалов"", Меленци, Меленци, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Жарко Зрењанин"", Зрењанин",Зрењанин,45.3822269,20.4086998,"ОШ ""Жарко Зрењанин"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Младост"", Томашевац",Томашевац,45.2669928,20.6205865,"""Младост"", Томашевац, Томашевац, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Петар Кочић"", Банатски Деспотовац",Банатски Деспотовац,45.3638294,20.6641579,"""Петар Кочић"", Банатски Деспотовац, Банатски Деспотовац, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Петар Петровић Његош"", Зрењанин",Зрењанин,45.3800806,20.3701155,"ОШ ""Петар Петровић Његош"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Свети Сава"", Стајићево",Стајићево,45.2938067,20.4562517,"""Свети Сава"", Стајићево, Стајићево, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Светозар Марковић Тоза"", Елемир",Елемир,45.4422077,20.2975643,"""Светозар Марковић Тоза"", Елемир, Елемир, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Серво Михаљ"", Зрењанин",Зрењанин,45.3427322,20.4104175,"ОШ ""Серво Михаљ"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Славко Родић"", Лазарево",Лазарево,45.3871181,20.5389743,"""Славко Родић"", Лазарево, Лазарево, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Соња Маринковић"", Зрењанин",Зрењанин,45.3831305,20.3928323,"ОШ ""Соња Маринковић"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Стеван Книћанин"", Книћанин",Книћанин,45.1869861,20.3178538,"""Стеван Книћанин"", Книћанин, Книћанин, Serbia"
Средњобанатски управни округ,Зрењанин,"ОШ ""Урош Предић"", Орловат",Орловат,45.2418224,20.5827969,"""Урош Предић"", Орловат, Орловат, Serbia"
Средњобанатски управни округ,Зрењанин,"Основна и средња школа ""9. мај"", Зрењанин",Зрењанин,45.3762002,20.3878188,"Основна и средња школа ""9. мај"", Зрењанин, Зрењанин, Serbia"
Средњобанатски управни округ,Нова Црња,"ОШ ""4. октобар"", Војвода Степа",Војвода Степа,45.6847694,20.6550975,"Војвода Степа, Нова Црња, Serbia"
Средњобанатски управни округ,Нова Црња,"ОШ ""Ђура Јакшић"", Српска Црња",Српска Црња,45.7253343,20.6942183,"""Ђура Јакшић"", Српска Црња, Српска Црња, Serbia"
Средњобанатски управни округ,Нова Црња,"ОШ ""Бранко Радичевић"", Александрово",Александрово,45.6377825,20.5915942,"Александрово, Нова Црња, Serbia"
Средњобанатски управни округ,Нова Црња,"ОШ ""Петефи Шандор"", Нова Црња",Нова Црња,45.6666652,20.6069235,"""Петефи Шандор"", Нова Црња, Нова Црња, Serbia"
Средњобанатски управни округ,Нова Црња,"ОШ ""Станко Крстин"", Радојево",Радојево,45.7447038,20.7894695,"Радојево, Нова Црња, Serbia"
Средњобанатски управни округ,Нови Бечеј,"ОШ  ""Милоје Чиплић"", Нови Бечеј",Нови Бечеј,45.5956723,20.1339696,"ОШ ""Милоје Чиплић"", Нови Бечеј, Нови Бечеј, Serbia"
Средњобанатски управни округ,Нови Бечеј,"ОШ ""Јосиф Маринковић"", Нови Бечеј",Нови Бечеј,45.5941467,20.1323644,"""Јосиф Маринковић"", Нови Бечеј, Нови Бечеј, Serbia"
Средњобанатски управни округ,Нови Бечеј,"ОШ ""Доситеј Обрадовић"", Бочар",Бочар,45.7690732,20.2813821,"Бочар, Нови Бечеј, Serbia"
Средњобанатски управни округ,Нови Бечеј,"ОШ ""Др Ђорђе Јоановић"", Ново Милошево",Ново Милошево,45.7198625,20.3060121,"ОШ ""Др Ђорђе Јоановић"", Ново Милошево, Ново Милошево, Serbia"
Средњобанатски управни округ,Нови Бечеј,"ОШ ""Милан Станчић Уча"", Кумане",Кумане,45.537456,20.226652,"""Милан Станчић Уча"", Кумане, Кумане, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Алекса Шантић"", Сечањ",Сечањ,45.3662662,20.7719084,"""Алекса Шантић"", Сечањ, Сечањ, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Браћа Стефановић"", Неузина",Неузина,45.3447229,20.7122272,"Неузина, Сечањ, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Вељко Ђуричин"", Јарковац",Јарковац,45.2699426,20.7643369,"Јарковац, Сечањ, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Вук Караџић"", Конак",Конак,45.3163517,20.9138254,"Конак, Сечањ, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Жарко Зрењанин"", Бока",Бока,45.3560619,20.8351016,"Бока, Сечањ, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Иво Лола Рибар"", Сутјеска",Сутјеска,45.385944,20.6970173,"""Иво Лола Рибар"", Сутјеска, Сутјеска, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Славко Родић"", Крајишник",Крајишник,45.4529869,20.7281038,"""Славко Родић"", Крајишник, Крајишник, Serbia"
Средњобанатски управни округ,Сечањ,"ОШ ""Стеван Алексић"", Јаша Томић",Јаша Томић,45.4459572,20.8604058,"""Стеван Алексић"", Јаша Томић, Јаша Томић, Serbia"
Сремски управни округ,Инђија,"ОШ ""22. јул"", Крчедин",Крчедин,45.1394657,20.1323959,"""22. јул"", Крчедин, Крчедин, Serbia"
Сремски управни округ,Инђија,"ОШ ""Јован Поповић"", Инђија",Инђија,45.0373283,20.0889678,"ОШ ""Јован Поповић"", Инђија, Инђија, Serbia"
Сремски управни округ,Инђија,"ОШ ""Бранко Радичевић"", Марадик",Марадик,45.1008678,19.9933374,"Марадик, Инђија, Serbia"
Сремски управни округ,Инђија,"ОШ ""Браћа Груловић"", Бешка",Бешка,45.1293886,20.0668538,"""Браћа Груловић"", Бешка, Бешка, Serbia"
Сремски управни округ,Инђија,"ОШ ""Др Ђорђе Натошевић"", Нови Сланкамен",Нови Сланкамен,45.1257668,20.2390854,"Нови Сланкамен, Инђија, Serbia"
Сремски управни округ,Инђија,"ОШ ""Душан Јерковић"", Инђија",Инђија,45.0494005,20.0822189,"ОШ ""Душан Јерковић"", Инђија, Инђија, Serbia"
Сремски управни округ,Инђија,"ОШ ""Петар Кочић"", Инђија",Инђија,45.046359,20.0795321,"ОШ ""Петар Кочић"", Инђија, Инђија, Serbia"
Сремски управни округ,Инђија,"ОШ ""Ружа Ђурђевић Црна"", Чортановци",Чортановци,45.1561719,20.0171775,"ОШ ""Ружа Ђурђевић Црна"", Чортановци, Чортановци, Serbia"
Сремски управни округ,Инђија,"ОШ ""Слободан Бајић Паја"", Нови Карловци",Нови Карловци,45.0787738,20.1788232,"Нови Карловци, Инђија, Serbia"
Сремски управни округ,Ириг,"ОШ ""Доситеј Обрадовић"", Ириг",Ириг,45.1011326,19.8591329,"""Доситеј Обрадовић"", Ириг, Ириг, Serbia"
Сремски управни округ,Ириг,"ОШ ""Милица Стојадиновић Српкиња"", Врдник",Врдник,45.1216667,19.7922222,"Врдник, Ириг, Serbia"
Сремски управни округ,Пећинци,"ОШ ""Душан Јерковић Уча"", Шимановци",Шимановци,44.8734358,20.0910336,"ОШ ""Душан Јерковић Уча"", Шимановци, Шимановци, Serbia"
Сремски управни округ,Пећинци,"ОШ ""Душан Вукасовић Диоген"" , Купиново",Купиново,44.7057421,20.0482761,"""Душан Вукасовић Диоген"" , Купиново, Купиново, Serbia"
Сремски управни округ,Пећинци,"ОШ ""Слободан Бајић Паја"", Пећинци",Пећинци,44.9086445,19.9683757,"""Слободан Бајић Паја"", Пећинци, Пећинци, Serbia"
Сремски управни округ,Рума,"ОШ ""23. октобар"", Кленак",Кленак,44.7880537,19.7096933,"""23. октобар"", Кленак, Кленак, Serbia"
Сремски управни округ,Рума,"ОШ ""VI ударна војвођанска бригада"", Грабовци",Грабовци,44.7671879,19.8329433,"Грабовци, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Бранко Радичевић"", Никинци",Никинци,44.8493136,19.8227552,"Никинци, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Вељко Дугошевић"", Рума",Рума,45.0084848,19.8122861,"ОШ ""Вељко Дугошевић"", Рума, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Доситеј Обрадовић"", Путинци",Путинци,44.9924191,19.9724508,"Путинци, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Душан Јерковић"", Рума",Рума,45.0085925,19.8113772,"ОШ ""Душан Јерковић"", Рума, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Змај Јова Јовановић"", Рума",Рума,45.0081249,19.8267549,"ОШ ""Змај Јова Јовановић"", Рума, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Иво Лола Рибар"", Рума",Рума,44.9893693,19.8269777,"Рума, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Миливој Петковић Фећко"", Платичево",Платичево,44.8218605,19.7960765,"""Миливој Петковић Фећко"", Платичево, Платичево, Serbia"
Сремски управни округ,Рума,"ОШ ""Милош Црњански"", Хртковци",Хртковци,44.8791438,19.7700078,"Хртковци, Рума, Serbia"
Сремски управни округ,Рума,"ОШ ""Небојша Јерковић"", Буђановци",Буђановци,44.8942307,19.8655473,"""Небојша Јерковић"", Буђановци, Буђановци, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Јован Јовановић Змај"", Мартинци",Мартинци,45.0102365,19.4633111,"Мартинци, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Јован Јовановић Змај"", Сремска Митровица",Сремска Митровица,44.9732319,19.61331,"""Јован Јовановић Змај"", Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Јован Поповић"", Сремска Митровица",Сремска Митровица,44.9761652,19.6193842,"ОШ ""Јован Поповић"", Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Бошко Палковљевић Пинки"", Сремска Митровица",Сремска Митровица,44.9875091,19.5958259,"""Бошко Палковљевић Пинки"", Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Бранко Радичевић"", Кузмин",Кузмин,45.0218413,19.4082254,"Кузмин, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Добросав Радосављевић Народ"" , Мачванска Митровица",Мачванска Митровица,44.9696837,19.5896221,"""Добросав Радосављевић Народ"" , Мачванска Митровица, Мачванска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Свети Сава"", Сремска Митровица",Сремска Митровица,45.1093071,19.5100794,"ОШ ""Свети Сава"", Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Слободан Бајић Паја"", Сремска Митровица",Сремска Митровица,45.0844214,19.5954484,"""Слободан Бајић Паја"", Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Сремска Митровица,"ОШ ""Трива Витасовић Лебарник"", Лаћарак",Лаћарак,44.9961398,19.5647932,"""Трива Витасовић Лебарник"", Лаћарак, Лаћарак, Serbia"
Сремски управни округ,Сремска Митровица,"Школа за основно и средње образовање ""Радивој Поповић"", Сремска Митровица",Сремска Митровица,44.9824191,19.6136426,"Сремска Митровица, Сремска Митровица, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""23. октобар"", Голубинци",Голубинци,44.9835317,20.0653421,"ОШ ""23. октобар"", Голубинци, Голубинци, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Бошко Палковљевић Пинки"", Стара Пазова",Стара Пазова,44.9855597,20.1708109,"ОШ ""Бошко Палковљевић Пинки"", Стара Пазова, Стара Пазова, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Вера Мишчевић"", Белегиш",Белегиш,45.0187116,20.3332408,"ОШ ""Вера Мишчевић"", Белегиш, Белегиш, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Милан Хаџић"", Војка",Војка,44.9350303,20.1519907,"""Милан Хаџић"", Војка, Војка, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Никола Тесла"", Нови Бановци",Нови Бановци,44.9566384,20.2812215,"ОШ ""Никола Тесла"", Нови Бановци, Нови Бановци, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Растко Немањић - Свети Сава"", Нова Пазова",Нова Пазова,44.9437902,20.2171293,"ОШ ""Растко Немањић - Свети Сава"", Нова Пазова, Нова Пазова, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Симеон Араницки"", Стара Пазова",Стара Пазова,44.9902385,20.1395703,"""Симеон Араницки"", Стара Пазова, Стара Пазова, Serbia"
Сремски управни округ,Стара Пазова,"ОШ ""Херој Јанко Чмелик"", Стара Пазова",Стара Пазова,44.9835949,20.1588386,"ОШ ""Херој Јанко Чмелик"", Стара Пазова, Стара Пазова, Serbia"
Сремски управни округ,Стара Пазова,"ОШ"" Слободан Савковић"", Стари Бановци",Стари Бановци,44.9849466,20.2851465,"ОШ"" Слободан Савковић"", Стари Бановци, Стари Бановци, Serbia"
Сремски управни округ,Стара Пазова,"Школа за основно и средње образовање ""Антон Скала"", Стара Пазова",Стара Пазова,44.9866097,20.1374427,"Стара Пазова, Стара Пазова, Serbia"
Сремски управни округ,Шид,"ОШ ""Јован Јовановић Змај"", Шид",Шид,45.1281651,19.2259119,"Шид, Шид, Serbia"
Сремски управни округ,Шид,"ОШ ""Бранко Радичевић"", Шид",Шид,45.1287198,19.2143131,"""Бранко Радичевић"", Шид, Шид, Serbia"
Сремски управни округ,Шид,"ОШ ""Вук Караџић"", Адашевци",Адашевци,45.0818899,19.221895,"Адашевци, Шид, Serbia"
Сремски управни округ,Шид,"ОШ ""Сава Шумановић"", Ердевик",Ердевик,45.1157806,19.4100915,"Ердевик, Шид, Serbia"
Сремски управни округ,Шид,"ОШ ""Сремски Фронт"", Шид",Шид,45.1239699,19.23832,"""Сремски Фронт"", Шид, Шид, Serbia"
Сремски управни округ,Шид,"ОШ ""Филип Вишњић"", Моровић",Моровић,45.00771,19.2176399,"Моровић, Шид, Serbia"
Топлички управни округ,Блаце,"ОШ ""Стојан Новаковић"", Блаце",Блаце,43.2970473,21.2871801,"ОШ ""Стојан Новаковић"", Блаце, Блаце, Serbia"
Топлички управни округ,Житорађа,"ОШ ""Топлички Хероји"", Житорађа",Житорађа,43.1828917,21.7127068,"ОШ ""Топлички Хероји"", Житорађа, Житорађа, Serbia"
Топлички управни округ,Куршумлија,"ОШ ""Дринка Павловић"", Куршумлија",Куршумлија,43.1399502,21.2612741,"""Дринка Павловић"", Куршумлија, Куршумлија, Serbia"
Топлички управни округ,Куршумлија,"ОШ ""Коста Војиновић"", Куршумлија",Куршумлија,43.1380502,21.2717791,"Куршумлија, Куршумлија, Serbia"
Топлички управни округ,Куршумлија,"ОШ ""Милоје Закић"", Куршумлија",Куршумлија,43.1377878,21.264533,"""Милоје Закић"", Куршумлија, Куршумлија, Serbia"
Топлички управни округ,Прокупље,"ОШ ""9. октобар"", Прокупље",Прокупље,43.2383268,21.6041965,"""9. октобар"", Прокупље, Прокупље, Serbia"
Топлички управни округ,Прокупље,"ОШ ""Вук Караџић"", Житни Поток",Житни Поток,43.0902065,21.5752094,"Житни Поток, Прокупље, Serbia"
Топлички управни округ,Прокупље,"ОШ ""Милић Ракић Мирко"", Прокупље",Прокупље,43.2281443,21.592906,"Прокупље, Прокупље, Serbia"
Топлички управни округ,Прокупље,"ОШ ""Никодије Стојановић Татко"", Прокупље",Прокупље,43.2281443,21.592906,"Прокупље, Прокупље, Serbia"
Топлички управни округ,Прокупље,"ОШ ""Ратко Павловић Ћићко"", Прокупље",Прокупље,43.2407127,21.6149079,"""Ратко Павловић Ћићко"", Прокупље, Прокупље, Serbia"
Топлички управни округ,Прокупље,"ОШ ""Светислав Мирковић Ненад"", Мала Плана",Мала Плана,43.2412325,21.4833394,"ОШ ""Светислав Мирковић Ненад"", Мала Плана, Мала Плана, Serbia"
Топлички управни округ,Прокупље,"Специјална школа ""Свети Сава"", Прокупље",Прокупље,43.2401291,21.591353,"Специјална школа ""Свети Сава"", Прокупље, Прокупље, Serbia"
Топлички управни округ,Прокупље,"Школа за основно образовање одраслих  , Прокупље",Прокупље,43.2281443,21.592906,"Прокупље, Прокупље, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Љубомир Љуба Ненадовић"", Раниловић",Раниловић,44.3972855,20.5208895,"Раниловић, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Веља Герасимовић"", Венчане",Венчане,44.4062845,20.468168,"ОШ ""Веља Герасимовић"", Венчане, Венчане, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Вук Караџић"", Стојник",Стојник,44.3744804,20.6211644,"Стојник, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Душан Радоњић"", Бања",Бања,44.2906194,20.6251573,"Бања, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Илија Гарашанин"", Аранђеловац",Аранђеловац,44.3118566,20.5485053,"""Илија Гарашанин"", Аранђеловац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Милан Илић Чича"", Аранђеловац",Аранђеловац,44.3043474,20.5686841,"""Милан Илић Чича"", Аранђеловац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Милош Обреновић"", Аранђеловац",Аранђеловац,44.2990654,20.5701721,"""Милош Обреновић"", Аранђеловац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Први српски устанак"", Орашац",Орашац,44.330573,20.586662,"Орашац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Свети Сава"", Аранђеловац",Аранђеловац,44.317823,20.5472297,"""Свети Сава"", Аранђеловац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Светолик Ранковић"", Аранђеловац",Аранђеловац,44.3149722,20.5561959,"""Светолик Ранковић"", Аранђеловац, Аранђеловац, Serbia"
Шумадијски управни округ,Аранђеловац,"ОШ ""Славко Поповић"", Даросава",Даросава,44.338573,20.4576021,"Даросава, Аранђеловац, Serbia"
Шумадијски управни округ,Баточина,"ОШ ""Свети Сава"", Баточина",Баточина,44.1539195,21.0812067,"""Свети Сава"", Баточина, Баточина, Serbia"
Шумадијски управни округ,Кнић,"ОШ ""Вук Караџић"", Кнић",Кнић,43.8824826,20.661615,"""Вук Караџић"", Кнић, Кнић, Serbia"
Шумадијски управни округ,Кнић,"ОШ ""Рада Шубакић"", Гружа",Гружа,43.895121,20.7718321,"Гружа, Кнић, Serbia"
Шумадијски управни округ,Кнић,"ОШ ""Свети Сава"", Топоница",Топоница,43.9697159,20.6759691,"Топоница, Кнић, Serbia"
Шумадијски управни округ,Крагујевац,"ОШ ""19. октобар"", Маршић",Маршић,44.0334865,20.968426,"Маршић, Крагујевац, Serbia"
Шумадијски управни округ,Крагујевац,"ОШ ""21. октобар"", Крагујевац",Крагујевац,44.0160971,20.9134432,"ОШ ""21. октобар"", Крагујевац, Крагујевац, Serbia"
Шумадијски управни округ,Крагујевац,"ОШ ""Ђура Јакшић"", Крагујевац",Крагујевац,44.0051098,20.9303304,"ОШ ""Ђура Јакшић"", Крагујевац, Крагујевац, Serbia"
