okrug,opstina,naziv,mesto,latitude,longitude,geocoded_query
Јабланички управни округ,Бојник,"ОШ ""Станимир Вељковић Зеле"", Бојник",Бојник,43.0127645,21.7214247,"Бојник, Бојник, Serbia"
Јабланички управни округ,Бојник,"ОШ ""Стојан Љубић"", Косанчић",Косанчић,43.0883574,21.7778701,"ОШ ""Стојан Љубић"", Косанчић, Косанчић, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""25. мај"", Доња Лопушња",Доња Лопушња,42.9074724,22.1813295,"Доња Лопушња, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""8. октобар"", Власотинце",Власотинце,42.9657576,22.1278051,"ОШ ""8. октобар"", Власотинце, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Божидар Миљковић"", Горњи Присјан",Горњи Присјан,43.0630595,22.2268632,"Горњи Присјан, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Браћа Миленковић"", Шишаве",Шишаве,42.9804097,22.1242821,"Шишаве, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Вук Караџић"", Тегошница",Тегошница,42.949685,22.304821,"Тегошница, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Доситеј Обрадовић"", Свође",Свође,42.9782184,22.2653004,"ОШ ""Доситеј Обрадовић"", Свође, Свође, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Карађорђе Петровић"", Крушевица",Крушевица,42.9816432,22.1945772,"""Карађорђе Петровић"", Крушевица, Крушевица, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Свети Сава"", Гложане",Гложане,42.96622,22.049467,"Гложане, Власотинце, Serbia"
Јабланички управни округ,Власотинце,"ОШ ""Синиша Јанић"", Власотинце",Власотинце,42.9606872,22.1295999,"""Синиша Јанић"", Власотинце, Власотинце, Serbia"
Јабланички управни округ,Лебане,"ОШ ""Вук Караџић"", Лебане",Лебане,42.9142619,21.7364046,"""Вук Караџић"", Лебане, Лебане, Serbia"
Јабланички управни округ,Лебане,"ОШ ""Радован Ковачевић Максим"", Лебане",Лебане,42.9211789,21.739241,"""Радован Ковачевић Максим"", Лебане, Лебане, Serbia"
Јабланички управни округ,Лебане,"ОШ ""Радоје Домановић"", Бошњаце",Бошњаце,42.946349,21.827152,"Бошњаце, Лебане, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Ђура Јакшић"", Турековац",Турековац,42.9840587,21.8821665,"ОШ ""Ђура Јакшић"", Турековац, Турековац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Јосиф Костић"", Лесковац",Лесковац,42.9948124,21.9514066,"""Јосиф Костић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Јосиф Панчић"", Орашац",Орашац,43.055099,22.067152,"Орашац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Аца Синадиновић"", Предејане (варош)",Предејане,42.8324918,22.1403994,"Предејане, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Бора Станковић"", Богојевце",Богојевце,43.0500707,21.9603644,"Богојевце, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Бора Станковић"", Вучје",Вучје,42.8649674,21.9111809,"Вучје, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Бора Станковић"", Губеревац",Губеревац,42.947969,22.028541,"Губеревац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Бранко Радичевић"", Брестовац",Брестовац,43.1526987,21.8775713,"Брестовац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Васа Пелагић"", Лесковац",Лесковац,42.9976927,21.9398668,"ОШ ""Васа Пелагић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Вожд Карађорђе"", Лесковац",Лесковац,42.9826202,21.9563805,"ОШ ""Вожд Карађорђе"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Вук Караџић"", Велика Грабовница",Велика Грабовница,42.924626,22.011355,"Велика Грабовница, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Вук Караџић"", Лесковац",Лесковац,43.0021318,21.9452482,"""Вук Караџић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Вук Караџић"", Печењевце",Печењевце,43.1026477,21.9245847,"Печењевце, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Десанка Максимовић"", Грделица (варош)",Грделица,42.8922128,22.074035,"""Десанка Максимовић"", Грделица, Грделица, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Коста Стаменковић"", Лесковац",Лесковац,42.9912366,21.9321699,"""Коста Стаменковић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Милутин Смиљковић"", Винарце",Винарце,43.025642,21.917428,"Винарце, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Никола Скобаљић"", Велико Трњане",Велико Трњане,42.928365,21.950498,"Велико Трњане, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Петар Тасић"", Лесковац",Лесковац,43.8161259,22.1953933,"Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Радоје Домановић"", Манојловце",Манојловце,43.014292,22.014678,"Манојловце, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Светозар Марковић"", Лесковац",Лесковац,42.9933178,21.945768,"""Светозар Марковић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Славко Златановић"", Мирошевце",Мирошевце,42.8658936,21.8392108,"Мирошевце, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"ОШ ""Трајко Стаменковић"", Лесковац",Лесковац,42.9994276,21.9283875,"ОШ ""Трајко Стаменковић"", Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"Школа за основно и средње образовање ""11. октобар"", Лесковац",Лесковац,43.8161259,22.1953933,"Лесковац, Лесковац, Serbia"
Јабланички управни округ,Лесковац,"Школа за основно образовање одраслих ""Доситеј Обрадовић"", Лесковац",Лесковац,43.8161259,22.1953933,"Лесковац, Лесковац, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Владимир Букилић"", Туларе",Туларе,42.794168,21.460543,"Туларе, Медвеђа, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Горња Јабланица"", Медвеђа",Медвеђа,42.8420679,21.5865367,"""Горња Јабланица"", Медвеђа, Медвеђа, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Зенељ Хајдини"", Тупале",Тупале,42.8225019,21.6059296,"Тупале, Медвеђа, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Партизански дом"", Доњи Бучумет",Доњи Бучумет,42.914075,21.618964,"Доњи Бучумет, Медвеђа, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Радован Ковачевић"", Леце",Леце,42.9090327,21.5329748,"Леце, Медвеђа, Serbia"
Јабланички управни округ,Медвеђа,"ОШ ""Сијаринска Бања"", Сијаринска Бања",Сијаринска Бања,42.7798057,21.5992597,"""Сијаринска Бања"", Сијаринска Бања, Сијаринска Бања, Serbia"
Јабланички управни округ,Црна Трава,"ОШ ""Александар Стојановић"", Црна Трава",Црна Трава,42.8082728,22.299623,"ОШ ""Александар Стојановић"", Црна Трава, Црна Трава, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""1. мај"", Владимировац",Владимировац,45.0318784,20.8654002,"Владимировац, Алибунар, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""2. октобар"", Николинци",Николинци,45.0531497,21.066206,"Николинци, Алибунар, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""3. октобар"", Локве",Локве,45.1525333,21.031596,"Локве, Алибунар, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""Братство и јединство"", Алибунар",Алибунар,45.0810678,20.9680654,"""Братство и јединство"", Алибунар, Алибунар, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""Душан Јерковић"", Банатски Карловац",Банатски Карловац,45.0500316,21.0176284,"Банатски Карловац, Алибунар, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""Милош Црњански"", Иланџа",Иланџа,45.1692809,20.920971,"""Милош Црњански"", Иланџа, Иланџа, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""Сава Вељковић"", Добрица",Добрица,45.2150085,20.8483103,"""Сава Вељковић"", Добрица, Добрица, Serbia"
Јужнобанатски управни округ,Алибунар,"ОШ ""Томаш Гариг Масарик"", Јаношик",Јаношик,45.1717767,21.0088008,"Јаношик, Алибунар, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Ђорђе Малетић"", Јасеново",Јасеново,44.9363425,21.3010159,"Јасеново, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Доситеј Обрадовић"", Бела Црква",Бела Црква,44.9064703,21.4250391,"ОШ ""Доситеј Обрадовић"", Бела Црква, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Жарко Зрењанин"", Бела Црква",Бела Црква,44.8990928,21.4194366,"ОШ ""Жарко Зрењанин"", Бела Црква, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Мара Јанковић"", Кусић",Кусић,44.8774425,21.4815305,"Кусић, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Марко Стојановић"", Врачев Гај",Врачев Гај,44.8789227,21.3672443,"Врачев Гај, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Михаил Садовеану"", Гребенац",Гребенац,44.9017998,21.2347359,"Гребенац, Бела Црква, Serbia"
Јужнобанатски управни округ,Бела Црква,"ОШ ""Сава Мунћан"", Крушчица",Крушчица,44.9183564,21.4512532,"Крушчица, Бела Црква, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Ђура Јакшић"", Павлиш",Павлиш,45.105531,21.2399134,"ОШ ""Ђура Јакшић"", Павлиш, Павлиш, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Јован Стерија Поповић"", Вршац",Вршац,45.1106572,21.2992003,"""Јован Стерија Поповић"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Бранко Радичевић"", Велико Средиште",Велико Средиште,45.1787641,21.4018262,"""Бранко Радичевић"", Велико Средиште, Велико Средиште, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Бранко Радичевић"", Уљма",Уљма,45.0431352,21.1587491,"ОШ ""Бранко Радичевић"", Уљма, Уљма, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Вук Караџић"", Вршац",Вршац,45.1191173,21.2950908,"""Вук Караџић"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Жарко Зрењанин"", Избиште",Избиште,45.0219542,21.1823642,"Избиште, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Кориолан Добан"", Куштиљ",Куштиљ,45.0329976,21.3767831,"""Кориолан Добан"", Куштиљ, Куштиљ, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Младост"", Вршац",Вршац,45.1155676,21.3070466,"ОШ ""Младост"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Моша Пијаде"", Гудурица",Гудурица,45.166488,21.4435023,"Гудурица, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Олга Петров Радишић"", Вршац",Вршац,45.1187144,21.3016047,"ОШ ""Олга Петров Радишић"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"ОШ ""Паја Јовановић"", Вршац",Вршац,45.1187144,21.3016047,"ОШ ""Паја Јовановић"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Вршац,"Школа за основно и средње образовање ""Јелена Варјашки"", Вршац",Вршац,45.1190444,21.3019733,"Школа за основно и средње образовање ""Јелена Варјашки"", Вршац, Вршац, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Лукреција Анкуцић"", Самош",Самош,45.2031678,20.7750094,"Самош, Ковачица, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Маршал Тито"", Падина",Падина,45.1220499,20.726906,"Падина, Ковачица, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Михајло Пупин"", Идвор",Идвор,45.1896998,20.511708,"""Михајло Пупин"", Идвор, Идвор, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Млада поколења"", Ковачица",Ковачица,45.1127466,20.6215052,"ОШ ""Млада поколења"", Ковачица, Ковачица, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Моша Пијаде"", Дебељача",Дебељача,45.0699284,20.59924,"ОШ ""Моша Пијаде"", Дебељача, Дебељача, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Сава Жебељан"", Црепаја",Црепаја,45.0103262,20.6373772,"ОШ ""Сава Жебељан"", Црепаја, Црепаја, Serbia"
Јужнобанатски управни округ,Ковачица,"ОШ ""Свети Георгије"", Уздин",Уздин,45.2085576,20.6182938,"""Свети Георгије"", Уздин, Уздин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Ђура Јакшић"", Ковин",Ковин,44.7439618,20.9751583,"ОШ ""Ђура Јакшић"", Ковин, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Ђура Филиповић"", Плочица",Плочица,44.7242392,20.8841521,"Плочица, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Јован Јовановић Змај"", Ковин",Ковин,44.7381311,20.9783424,"ОШ ""Јован Јовановић Змај"", Ковин, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Бора Радић"" , Баваниште",Баваниште,44.8172426,20.8755889,"Баваниште, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Десанка Максимовић"", Ковин",Ковин,44.7524214,20.9806005,"ОШ ""Десанка Максимовић"", Ковин, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Жарко Зрењанин"", Скореновац",Скореновац,44.7645546,20.9047181,"Скореновац, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Миша Стојковић"", Гај",Гај,44.7959786,21.0666655,"Гај, Ковин, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Паја Маргановић"", Делиблато",Делиблато,44.8390762,21.0372375,"""Паја Маргановић"", Делиблато, Делиблато, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Предраг Кожић"", Дубовац",Дубовац,44.7963983,21.2083305,"""Предраг Кожић"", Дубовац, Дубовац, Serbia"
Јужнобанатски управни округ,Ковин,"ОШ ""Сава Максимовић"", Мраморак",Мраморак,44.8783577,20.9725732,"ОШ ""Сава Максимовић"", Мраморак, Мраморак, Serbia"
Јужнобанатски управни округ,Опово,"ОШ ""Доситеј Обрадовић"", Опово",Опово,45.0511868,20.4239234,"ОШ ""Доситеј Обрадовић"", Опово, Опово, Serbia"
Јужнобанатски управни округ,Опово,"ОШ ""Зоран Петровић"", Сакуле",Сакуле,45.1452359,20.4818833,"Сакуле, Опово, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ  ""Братство-јединство"", Панчево",Панчево,44.8540609,20.6683826,"ОШ ""Братство-јединство"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""4. октобар"", Глогоњ",Глогоњ,44.9850356,20.5246802,"ОШ ""4. октобар"", Глогоњ, Глогоњ, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Ђура Јакшић"", Панчево",Панчево,44.8722132,20.6533446,"ОШ ""Ђура Јакшић"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Јован Јовановић Змај"", Панчево",Панчево,44.87253,20.6426678,"ОШ ""Јован Јовановић Змај"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Аксентије Максимовић"", Долово",Долово,44.9044072,20.8799555,"ОШ ""Аксентије Максимовић"", Долово, Долово, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Борисав Петров Браца"", Панчево",Панчево,44.8533836,20.6599356,"ОШ ""Борисав Петров Браца"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Бранко Радичевић"", Панчево",Панчево,44.8643672,20.6493593,"ОШ ""Бранко Радичевић"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Васа Живковић"", Панчево",Панчево,44.8774855,20.6352069,"ОШ ""Васа Живковић"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Вук Стефановић Караџић"", Старчево",Старчево,44.805192,20.7060531,"ОШ ""Вук Стефановић Караџић"", Старчево, Старчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Гоце Делчев"", Јабука",Јабука,44.9488437,20.5945982,"ОШ ""Гоце Делчев"", Јабука, Јабука, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Доситеј Обрадовић"", Омољица",Омољица,44.7584085,20.7382765,"ОШ ""Доситеј Обрадовић"", Омољица, Омољица, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Жарко Зрењанин"", Банатско Ново Село",Банатско Ново Село,44.9920663,20.7841876,"ОШ ""Жарко Зрењанин"", Банатско Ново Село, Банатско Ново Село, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Жарко Зрењанин"", Качарево",Качарево,44.9674737,20.69953,"ОШ ""Жарко Зрењанин"", Качарево, Качарево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Исидора Секулић"", Панчево",Панчево,44.875786,20.6602993,"ОШ ""Исидора Секулић"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Мирослав Антић Мика"", Панчево",Панчево,44.8616952,20.6690599,"ОШ ""Мирослав Антић Мика"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Моша Пијаде"", Иваново",Иваново,44.7405066,20.6968033,"ОШ ""Моша Пијаде"", Иваново, Иваново, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Олга Петров"", Банатски Брестовац",Банатски Брестовац,44.7287804,20.8030397,"ОШ ""Олга Петров"", Банатски Брестовац, Банатски Брестовац, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Свети Сава"", Панчево",Панчево,44.8766835,20.6694244,"ОШ ""Свети Сава"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"ОШ ""Стевица Јовановић"", Панчево",Панчево,44.8758146,20.6466438,"ОШ ""Стевица Јовановић"", Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Панчево,"Школа за основно и средње образовање ""Мара Мандић"", Панчево",Панчево,44.8685263,20.6248946,"Панчево, Панчево, Serbia"
Јужнобанатски управни округ,Пландиште,"ОШ ""Јован Јовановић Змај"", Хајдучица",Хајдучица,45.2479364,20.9643205,"""Јован Јовановић Змај"", Хајдучица, Хајдучица, Serbia"
Јужнобанатски управни округ,Пландиште,"ОШ ""Јован Стерија Поповић"", Велика Греда",Велика Греда,45.2410145,21.0282517,"Велика Греда, Пландиште, Serbia"
Јужнобанатски управни округ,Пландиште,"ОШ ""Доситеј Обрадовић"", Пландиште",Пландиште,45.1862218,21.0452236,"""Доситеј Обрадовић"", Пландиште, Пландиште, Serbia"
Јужнобачки управни округ,Бач,"ОШ ""Јан Колар"", Селенча",Селенча,45.4112241,19.2992836,"""Јан Колар"", Селенча, Селенча, Serbia"
Јужнобачки управни округ,Бач,"ОШ ""Алекса Шантић"", Вајска",Вајска,45.4115203,19.1015936,"ОШ ""Алекса Шантић"", Вајска, Вајска, Serbia"
Јужнобачки управни округ,Бач,"ОШ ""Вук Караџић"", Бач",Бач,45.3901831,19.2333922,"""Вук Караџић"", Бач, Бач, Serbia"
Јужнобачки управни округ,Бач,"ОШ ""Моша Пијаде"", Бачко Ново Село",Бачко Ново Село,45.2914011,19.1377365,"ОШ ""Моша Пијаде"", Бачко Ново Село, Бачко Ново Село, Serbia"
Јужнобачки управни округ,Бач,"ОШ ""Свети Сава"", Плавна",Плавна,45.3498239,19.1237886,"ОШ ""Свети Сава"", Плавна, Плавна, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""15. октобар"", Пивнице",Пивнице,45.4685175,19.4588277,"""15. октобар"", Пивнице, Пивнице, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Алекса Шантић"", Гајдобра",Гајдобра,45.3506149,19.4443378,"""Алекса Шантић"", Гајдобра, Гајдобра, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Бранко Ћопић"", Младеново",Младеново,45.304567,19.2601233,"ОШ ""Бранко Ћопић"", Младеново, Младеново, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Браћа Новаков"", Силбаш",Силбаш,45.3929334,19.4618119,"Силбаш, Бачка Паланка, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Вук Караџић"", Бачка Паланка",Бачка Паланка,45.2485051,19.3845708,"Бачка Паланка, Бачка Паланка, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Десанка Максимовић"", Бачка Паланка",Бачка Паланка,45.2529014,19.3728068,"""Десанка Максимовић"", Бачка Паланка, Бачка Паланка, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Жарко Зрењанин"", Обровац",Обровац,45.3201242,19.350661,"""Жарко Зрењанин"", Обровац, Обровац, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Здравко Челар"", Челарево",Челарево,45.2710257,19.5203391,"""Здравко Челар"", Челарево, Челарево, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Милета Протић"", Товаришево",Товаришево,45.3547875,19.3241253,"""Милета Протић"", Товаришево, Товаришево, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Свети Сава"", Бачка Паланка",Бачка Паланка,45.2506012,19.3817136,"""Свети Сава"", Бачка Паланка, Бачка Паланка, Serbia"
Јужнобачки управни округ,Бачка Паланка,"ОШ ""Херој Пинки"", Бачка Паланка",Бачка Паланка,45.2485051,19.3845708,"Бачка Паланка, Бачка Паланка, Serbia"
Јужнобачки управни округ,Бачки Петровац,"ОШ ""Јан Амос Коменски"", Кулпин",Кулпин,45.402298,19.5902601,"""Јан Амос Коменски"", Кулпин, Кулпин, Serbia"
Јужнобачки управни округ,Бачки Петровац,"ОШ ""Јан Чајак"", Бачки Петровац",Бачки Петровац,45.3563539,19.5970266,"""Јан Чајак"", Бачки Петровац, Бачки Петровац, Serbia"
Јужнобачки управни округ,Бачки Петровац,"ОШ ""Јозеф Марчок Драгутин"", Гложан",Гложан,45.3289906,19.5820533,"Гложан, Бачки Петровац, Serbia"
Јужнобачки управни округ,Бачки Петровац,"ОШ ""Жарко Зрењанин"", Маглић",Маглић,45.3602463,19.528798,"""Жарко Зрењанин"", Маглић, Маглић, Serbia"
Јужнобачки управни округ,Беочин,"ОШ ""Јован Грчић Миленко"", Беочин",Беочин,45.2058673,19.7668428,"ОШ ""Јован Грчић Миленко"", Беочин, Беочин, Serbia"
Јужнобачки управни округ,Беочин,"ОШ ""Јован Поповић"", Сусек",Сусек,45.2246511,19.5346813,"Сусек, Беочин, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Здравко Гложански"", Бечеј",Бечеј,45.6095821,20.0502786,"""Здравко Гложански"", Бечеј, Бечеј, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Петефи Шандор"", Бечеј",Бечеј,45.6108364,20.0377411,"""Петефи Шандор"", Бечеј, Бечеј, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Светозар Марковић"", Бачко Градиште",Бачко Градиште,45.5331747,20.0288658,"ОШ ""Светозар Марковић"", Бачко Градиште, Бачко Градиште, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Север Ђуркић"", Бечеј",Бечеј,45.6250943,20.0374239,"""Север Ђуркић"", Бечеј, Бечеј, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Шаму Михаљ"", Бачко Петрово Село",Бачко Петрово Село,45.7069444,20.0791667,"Бачко Петрово Село, Бечеј, Serbia"
Јужнобачки управни округ,Бечеј,"ОШ ""Шаму Михаљ"", Бечеј",Бечеј,45.6283036,20.0298752,"""Шаму Михаљ"", Бечеј, Бечеј, Serbia"
Јужнобачки управни округ,Бечеј,"Школа за основно и средње образовање ""Братство"", Бечеј",Бечеј,45.6241769,20.0350024,"Бечеј, Бечеј, Serbia"
Јужнобачки управни округ,Врбас,"ОШ  ""Братство-јединство"", Врбас",Врбас,45.5182755,19.5848161,"ОШ ""Братство-јединство"", Врбас, Врбас, Serbia"
Јужнобачки управни округ,Врбас,"ОШ  ""Братство-јединство"", Куцура",Куцура,45.5182755,19.5848161,"ОШ ""Братство-јединство"", Куцура, Куцура, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""20. октобар"", Врбас",Врбас,45.5765885,19.6295983,"ОШ ""20. октобар"", Врбас, Врбас, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Јован Јовановић Змај"", Змајево",Змајево,45.4513894,19.6884104,"ОШ ""Јован Јовановић Змај"", Змајево, Змајево, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Бранко Радичевић"", Равно Село",Равно Село,45.448319,19.6192833,"""Бранко Радичевић"", Равно Село, Равно Село, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Бранко Радичевић"", Савино Село",Савино Село,45.5047575,19.5217037,"Савино Село, Врбас, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Вук Караџић"", Бачко Добро Поље",Бачко Добро Поље,45.4996998,19.6902963,"ОШ ""Вук Караџић"", Бачко Добро Поље, Бачко Добро Поље, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Петар Петровић Његош"", Врбас",Врбас,45.5553608,19.7199133,"Врбас, Врбас, Serbia"
Јужнобачки управни округ,Врбас,"ОШ ""Светозар Милетић"", Врбас",Врбас,45.5662121,19.6558503,"ОШ ""Светозар Милетић"", Врбас, Врбас, Serbia"
Јужнобачки управни округ,Жабаљ,"ОШ ""Ђура Јакшић"", Чуруг",Чуруг,45.4734239,20.0700047,"ОШ ""Ђура Јакшић"", Чуруг, Чуруг, Serbia"
Јужнобачки управни округ,Жабаљ,"ОШ ""Јован Јовановић Змај"", Ђурђево",Ђурђево,45.3241804,20.0653482,"Ђурђево, Жабаљ, Serbia"
Јужнобачки управни округ,Жабаљ,"ОШ ""Жарко Зрењанин"", Госпођинци",Госпођинци,45.40584,19.9905863,"""Жарко Зрењанин"", Госпођинци, Госпођинци, Serbia"
Јужнобачки управни округ,Жабаљ,"ОШ ""Милош Црњански"", Жабаљ",Жабаљ,45.3720248,20.0624648,"""Милош Црњански"", Жабаљ, Жабаљ, Serbia"
Јужнобачки управни округ,Нови Сад,"Гимназија Јован Јовановић Змај, Нови Сад",Нови Сад,45.2580603,19.8479473,"Гимназија Јован Јовановић Змај, Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""22. август"", Буковац",Буковац,45.1965285,19.8928367,"""22. август"", Буковац, Буковац, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Ђорђе Натошевић"", Нови Сад",Нови Сад,45.2513464,19.853646,"ОШ ""Ђорђе Натошевић"", Нови Сад, Нови Сад, Serbia"
