1106801,BEOGRAD,BARAJEVO,"01.10.2015,12:05",20.4180857555,44.5788977355,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i preprekama na ili iznad kolovoza
1106289,BEOGRAD,BARAJEVO,"03.10.2015,12:00",20.4134764628,44.5927879951,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – sustizanje
1106903,BEOGRAD,BARAJEVO,"08.10.2015,20:00",20.3885608869,44.5544174799,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1106338,BEOGRAD,BARAJEVO,"11.10.2015,20:40",20.4472969411,44.6445427093,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i preprekama na ili iznad kolovoza
1106747,BEOGRAD,BARAJEVO,"14.10.2015,19:10",20.412899,44.577052,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostale nezgode sa učešćem najmanje dva vozila bez skretanja (bez podataka o smeru)
1106725,BEOGRAD,BARAJEVO,"14.10.2015,19:15",20.437784,44.646534,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostale nezgode sa učešćem najmanje dva vozila bez skretanja (bez podataka o smeru)
1106421,BEOGRAD,BARAJEVO,"17.10.2015,20:30",20.308034,44.593901,Sa mat.stetom,SN SA PARKIRANIM VOZILIMA,Sudar sa parkiranim vozilom sa desne strane kolovoza
1107460,BEOGRAD,BARAJEVO,"17.10.2015,12:00",20.31733,44.577778,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – preticanje
1107463,BEOGRAD,BARAJEVO,"25.10.2015,16:30",20.2964159473,44.5908153184,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1108118,BEOGRAD,BARAJEVO,"25.10.2015,01:20",20.4099177149,44.618464171,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – sustizanje
1107333,BEOGRAD,BARAJEVO,"26.10.2015,17:05",20.4159264803,44.5782387699,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostali sudari sa najmanje dva vozila koja se kreću u istom smeru – ostalo
1109057,BEOGRAD,BARAJEVO,"06.11.2015,23:30",20.4157106825,44.5809376233,Sa mat.stetom,SN SA PARKIRANIM VOZILIMA,Sudar sa parkiranim vozilom sa desne strane kolovoza
1109319,BEOGRAD,BARAJEVO,"07.11.2015,20:20",20.4566279702,44.6388634507,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i preprekama na ili iznad kolovoza
1109827,BEOGRAD,BARAJEVO,"08.11.2015,09:30",20.417275385700002,44.5654208396,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,"Najmanje dva vozila koja se kreću istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila"
1109497,BEOGRAD,BARAJEVO,"10.11.2015,21:00",20.416949643,44.585506846,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila – suprotni smerovi bez skretanja – kretanje unazad
1109289,BEOGRAD,BARAJEVO,"10.11.2015,04:00",20.4414301684,44.6094151929,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1110762,BEOGRAD,BARAJEVO,"14.11.2015,20:00",20.4169368709,44.5855247808,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostale nezgode sa učešćem najmanje dva vozila bez skretanja (bez podataka o smeru)
1113676,BEOGRAD,BARAJEVO,"15.11.2015,17:30",20.385039,44.634272,Sa povredjenim,SN SA PARKIRANIM VOZILIMA,Sudar sa parkiranim vozilom sa desne strane kolovoza
1114466,BEOGRAD,BARAJEVO,"17.11.2015,23:10",20.4454822266,44.6444799524,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i preprekama na ili iznad kolovoza
1110198,BEOGRAD,BARAJEVO,"19.11.2015,07:30",20.4132151677,44.5798988997,Sa mat.stetom,SN SA PARKIRANIM VOZILIMA,Ostali sudari sa parkiranim vozilom
1111761,BEOGRAD,BARAJEVO,"27.11.2015,06:00",20.4116669657,44.577326012,Sa mat.stetom,SN SA PARKIRANIM VOZILIMA,Ostali sudari sa parkiranim vozilom
1113256,BEOGRAD,BARAJEVO,"28.11.2015,13:15",20.4292486591,44.5885926559,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostali sudari sa najmanje dva vozila koja se kreću u istom smeru – ostalo
1112579,BEOGRAD,BARAJEVO,"02.12.2015,08:40",20.3725610715,44.6251056641,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – uključivanje u saobraćaj
1113238,BEOGRAD,BARAJEVO,"04.12.2015,09:30",20.3541305428,44.5343389169,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,Ostale nezgode sa najmanje dva vozila koja se kreću istim putem u suprotnim smerovima uz skretanje
1112498,BEOGRAD,BARAJEVO,"04.12.2015,19:00",20.4132527624,44.5799170918,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – sustizanje
1112496,BEOGRAD,BARAJEVO,"04.12.2015,13:30",20.4098153713,44.6186166406,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,Najmanje dva vozila koja se kreću različitim putevima uz skretanje ulevo i uz nailazak vozila sleva
1112364,BEOGRAD,BARAJEVO,"04.12.2015,08:35",20.3307885035,44.5818593517,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – sustizanje
1115053,BEOGRAD,BARAJEVO,"04.12.2015,12:15",20.305564,44.592659,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i preprekama na ili iznad kolovoza
1113387,BEOGRAD,BARAJEVO,"11.12.2015,15:15",20.310298,44.594627,Sa povredjenim,SN SA PEŠACIMA,"Prelazak pešaka sleva, van raskrsnice , bez skretanja vozila"
1113728,BEOGRAD,BARAJEVO,"12.12.2015,13:00",20.4210502916,44.574529814,Sa mat.stetom,SN SA PARKIRANIM VOZILIMA,Ostali sudari sa parkiranim vozilom
1113317,BEOGRAD,BARAJEVO,"13.12.2015,15:10",20.3678419838,44.6069991738,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK,"Najmanje dva vozila koja se kreću istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila"
1114995,BEOGRAD,BARAJEVO,"15.12.2015,18:20",20.40203,44.60769,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa jednim vozilom u raskrsnici ili na petlji
1114237,BEOGRAD,BARAJEVO,"18.12.2015,12:30",20.3998905174,44.5825478947,Sa mat.stetom,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1114920,BEOGRAD,BARAJEVO,"19.12.2015,12:45",20.367875,44.620966,Sa povredjenim,SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA,Najmanje dva vozila koja se kreću u istom smeru – sustizanje
1115293,BEOGRAD,BARAJEVO,"21.12.2015,17:50",20.389624,44.634902,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i životinja
1115293,BEOGRAD,BARAJEVO,"21.12.2015,17:50",20.389624,44.634902,Sa mat.stetom,SN SA JEDNIM VOZILOM,Nezgode sa učešćem jednog vozila i životinja
